rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B	z.std	Gene.name	Tax	KEGG.ID	KEGGFUN	KEGGPATH	COG.ID	COGFUN	COGPATH	PFAM	direction
819	bd17_expression_273_2877-4868	-0.0532223738053145	7.87657318464747	-0.166387975663507	0.869163399848023	0.999406732589998	-6.09702418341584	-0.164721237962527	rnr, vacB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K12573	ribonuclease R [EC:3.1.-.-]	Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis	COG0557	Exoribonuclease R	Transcription	PF00773 [RNB domain];PF08206 [Ribonuclease B OB domain];PF17876 []	ns
820	bd17_expression_59_26345-27289	0.0401331765871856	7.6698260653431	0.166245767002183	0.869274157184446	0.999406732589998	-6.10022867321155	0.164580529802263	PRPS, prsA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Nucleotide metabolism; Purine metabolism	COG0462	Phosphoribosylpyrophosphate synthetase	Amino acid transport and metabolism|Nucleotide transport and metabolism	PF00156 [Phosphoribosyl transferase domain];PF13793 [N-terminal domain of ribose phosphate pyrophosphokinase];PF14572 [Phosphoribosyl synthetase-associated domain]	ns
821	bd17_expression_66_1666-4206	0.0513014425742023	7.66570198460785	0.16367645265422	0.871275699699161	0.999406732589998	-6.1011892687949	0.162038291950233	ABC.CD.P	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K02004	putative ABC transport system permease protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	Secondary metabolites biosynthesis, transport and catabolism	PF02687 [FtsX-like permease family]	ns
822	bd17_expression_299_206-3082	0.0730486157292492	7.85561983085448	0.163209999417642	0.871639169365342	0.999406732589998	-6.10073337883937	0.161576747649519	IRC3	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Vibrionales	K17677	ATP-dependent helicase IRC3 [EC:3.6.4.-]	Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG1061;COG3886			PF00271 [Helicase conserved C-terminal domain];PF04851 [Type III restriction enzyme, res subunit];PF13091 [PLD-like domain]	ns
823	bd17_expression_143_2760-3533	0.0711644663566789	8.06859012944132	0.162570236233056	0.872191544628254	0.999406732589998	-6.09001842156016	0.16087539141757										ns
824	bd17_expression_190_6285-9038	0.0742253121937448	7.89739089575944	0.162604730685594	0.872669019837205	0.999406732589998	-6.10037901953853	0.160269200283677	hscA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K04044	molecular chaperone HscA	Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts	COG0443	Molecular chaperone	Posttranslational modification, protein turnover, chaperones	PF00012 [Hsp70 protein];PF12531 [DNA-K related protein ]	ns
825	bd17_expression_284_4520-8500	-0.102861524268167	8.32460651812027	-0.160113269630355	0.87405292760619	0.999406732589998	-6.08953213395164	-0.158512555848994		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales								ns
826	bd17_expression_83_36669-38288	0.0474437840277561	7.62694349845066	0.159942462077813	0.874186100605458	0.999406732589998	-6.10188187479885	0.158343540403133	pqiB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K06192	paraquat-inducible protein B	Not Included in Pathway or Brite; Poorly characterized; General function prediction only	COG3008	Paraquat-inducible protein B	General function prediction only	PF02470 [MlaD protein]	ns
827	bd17_expression_101_11228-12121	0.0474437840277561	7.62694349845066	0.159942462077813	0.874186100605458	0.999406732589998	-6.10188187479885	0.158343540403133										ns
828	bd17_expression_104_20039-22276	0.0474437840277561	7.62694349845066	0.159942462077813	0.874186100605458	0.999406732589998	-6.10188187479885	0.158343540403133	priA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K04066	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG1198	Primosomal protein N' (replication factor Y) - superfamily II helicase	DNA replication, recombination and repair	PF00270 [DEAD/DEAH box helicase];PF00271 [Helicase conserved C-terminal domain];PF04851 [Type III restriction enzyme, res subunit];PF17764 [];PF18074 []	ns
829	bd17_expression_174_10301-11653	0.0474437840277561	7.62694349845066	0.159942462077813	0.874186100605458	0.999406732589998	-6.10188187479885	0.158343540403133	glft2	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K16650	galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]	Metabolism; Glycan biosynthesis and metabolism; Arabinogalactan biosynthesis - Mycobacterium | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases	COG1216	Predicted glycosyltransferases	General function prediction only		ns
830	bd17_expression_239_9181-9906	0.0474437840277561	7.62694349845066	0.159942462077813	0.874186100605458	0.999406732589998	-6.10188187479885	0.158343540403133										ns
831	bd17_expression_77_181-1482	-0.0473321589476555	7.77536825147435	-0.159878042544492	0.874321347024607	0.999406732589998	-6.10061459886421	-0.158171898122338	YARS, tyrS	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0162	Tyrosyl-tRNA synthetase	Translation, ribosomal structure and biogenesis	PF00579 [tRNA synthetases class I (W and Y)]	ns
832	bd17_expression_23_4050-4907	0.0767571013909573	7.83802787071315	0.159709573078742	0.874923620454545	0.999406732589998	-6.08023694764796	0.157407604739846	oleB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K22318	cis-3-alkyl-4-acyloxetan-2-one decarboxylase [EC:4.1.1.114]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) 	General function prediction only	PF00561 [alpha/beta hydrolase fold];PF12146 [Serine aminopeptidase, S33];PF12697 [Alpha/beta hydrolase family]	ns
833	bd17_expression_301_1141-2583	0.0425872729597638	7.55195196912925	0.156910147865417	0.876617463416914	0.999406732589998	-6.09620053954084	0.155258585762553										ns
834	bd17_expression_230_2403-2633	0.0499810981806402	12.483917746185	0.155513561858638	0.878404146878673	0.999406732589998	-6.09788179225378	0.152992554420843	K07486	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K07486	transposase	Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair	COG3547	Transposase and inactivated derivatives	DNA replication, recombination and repair		ns
835	bd17_expression_31_3000-5810	0.0485767694487597	7.67007540802873	0.15447156013196	0.878453558388575	0.999406732589998	-6.1026588053976	0.152929897552096		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF17957 []	ns
836	bd17_expression_182_1602-2453	-0.0657616211473253	7.82707295709934	-0.153293202167338	0.879373205548491	0.999406732589998	-6.10293379230361	-0.151763837035464										ns
837	bd17_expression_26_30459-31712	-0.0404048512452775	7.59392372905639	-0.152965015620883	0.879629368859586	0.999406732589998	-6.102675823733	-0.151439073273228	lapC	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K12542	membrane fusion protein, adhesin transport system	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	ENOG410XNME	Type I secretion membrane fusion protein (HlyD	Intracellular trafficking, secretion, and vesicular transport	PF13437 [HlyD family secretion protein]	ns
838	bd17_expression_27_18088-19368	-0.0404048512452775	7.59392372905639	-0.152965015620883	0.879629368859586	0.999406732589998	-6.102675823733	-0.151439073273228	iucD	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K03897	lysine N6-hydroxylase [EC:1.14.13.59]	Metabolism; Amino acid metabolism; Lysine degradation	COG3486	Lysine/ornithine N-monooxygenase	Secondary metabolites biosynthesis, transport and catabolism	PF13434 [L-lysine 6-monooxygenase (NADPH-requiring)]	ns
839	bd17_expression_100_1109-4021	-0.0404048512452775	7.59392372905639	-0.152965015620883	0.879629368859586	0.999406732589998	-6.102675823733	-0.151439073273228	PITRM1, PreP, CYM1	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K06972	presequence protease [EC:3.4.24.-]	Brite Hierarchies; Protein families: metabolism; Peptidases	COG1026	Predicted Zn-dependent peptidases, insulinase-like	General function prediction only	PF05193 [Peptidase M16 inactive domain];PF08367 [Peptidase M16C associated]	ns
840	bd17_expression_127_23847-25316	-0.0404048512452775	7.59392372905639	-0.152965015620883	0.879629368859586	0.999406732589998	-6.102675823733	-0.151439073273228		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Vibrionales				COG1061	DNA or RNA helicases of superfamily II	DNA replication, recombination and repair|Transcription	PF04851 [Type III restriction enzyme, res subunit]	ns
841	bd17_expression_162_1504-2031	-0.0404048512452775	7.59392372905639	-0.152965015620883	0.879629368859586	0.999406732589998	-6.102675823733	-0.151439073273228		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				COG5528	Predicted integral membrane protein	Function unknown	PF10027 [Predicted integral membrane protein (DUF2269)]	ns
842	bd17_expression_199_1448-2476	-0.0404048512452775	7.59392372905639	-0.152965015620883	0.879629368859586	0.999406732589998	-6.102675823733	-0.151439073273228	waaC, rfaC	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K02841	heptosyltransferase I [EC:2.4.-.-]	Metabolism; Glycan biosynthesis and metabolism; Lipopolysaccharide biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins	COG0859	ADP-heptose:LPS heptosyltransferase	Cell envelope biogenesis, outer membrane	PF01075 [Glycosyltransferase family 9 (heptosyltransferase)]	ns
843	bd17_expression_203_4860-6515	-0.0404048512452775	7.59392372905639	-0.152965015620883	0.879629368859586	0.999406732589998	-6.102675823733	-0.151439073273228	tesI	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales	K16051	3-oxo-5alpha-steroid 4-dehydrogenase [EC:1.3.99.5]	Metabolism; Xenobiotics biodegradation and metabolism; Steroid degradation	COG1053	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	Energy production and conversion	PF00890 [FAD binding domain]	ns
844	bd17_expression_268_10039-10875	-0.0404048512452775	7.59392372905639	-0.152965015620883	0.879629368859586	0.999406732589998	-6.102675823733	-0.151439073273228		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria								ns
845	bd17_expression_278_6053-8974	-0.0404048512452775	7.59392372905639	-0.152965015620883	0.879629368859586	0.999406732589998	-6.102675823733	-0.151439073273228	hsdR	k_Bacteria;p_Pseudomonadota	K01153	type I restriction enzyme, R subunit [EC:3.1.21.3]	Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases		PF04313 [Type I restriction enzyme R protein N terminus (HSDR_N)];PF04851 [Type III restriction enzyme, res subunit];PF11867 [Domain of unknown function (DUF3387)];PF18766 []	ns
846	bd17_expression_161_40769-43498	0.0500820585563399	7.70226678419962	0.152456489799647	0.880026320872056	0.999406732589998	-6.10289006555803	0.150935849179548	putA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K13821	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Arginine and proline metabolism | Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG0506;COG4230			PF00171 [Aldehyde dehydrogenase family];PF01619 [Proline dehydrogenase]	ns
847	bd17_expression_50_815-1420	-0.100459250301934	9.00567121797101	-0.15034987720547	0.881765705824163	0.999406732589998	-6.10265894381551	-0.148731244583201		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales								ns
848	bd17_expression_95_20247-25994	0.089761446925285	8.29122455993398	0.149571521382099	0.882278910608338	0.999406732589998	-6.10361151125042	0.14808091550618		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K02487;K06596			COG0643;COG0784			PF00072 [Response regulator receiver domain];PF01584 [CheW-like domain];PF01627 [Hpt domain];PF02518 [Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase]	ns
849	bd17_expression_23_39085-40614	0.0620053220495534	7.84946145103115	0.14855266335903	0.883370180905345	0.999406732589998	-6.09534339295259	0.146698274137968	purF, PPAT	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Brite Hierarchies; Protein families: metabolism; Peptidases	COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	Nucleotide transport and metabolism	PF13522 [Glutamine amidotransferase domain];PF13537 [Glutamine amidotransferase domain]	ns
850	bd17_expression_205_1319-3733	0.0517165144587761	7.95369938937704	0.148107243061872	0.88342260975997	0.999406732589998	-6.09941612818308	0.14663185376881	lon	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01338	ATP-dependent Lon protease [EC:3.4.21.53]	Cellular Processes; Cell growth and death; Cell cycle - Caulobacter | Brite Hierarchies; Protein families: metabolism; Peptidases	COG0466	ATP-dependent Lon protease, bacterial type	Posttranslational modification, protein turnover, chaperones	PF00004 [ATPase family associated with various cellular activities (AAA)];PF02190 [ATP-dependent protease La (LON) substrate-binding domain ];PF05362 [Lon protease (S16) C-terminal proteolytic domain]	ns
851	bd17_expression_112_3793-4998	-0.0616509608627529	7.80886668757281	-0.146518441680982	0.884715638002676	0.999406732589998	-6.09905483732706	-0.144993963312803	atoB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Lipid metabolism; Synthesis and degradation of ketone bodies | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of terpenoids and polyketides; Terpenoid backbone biosynthesis | Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation | Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0183	Acetyl-CoA acetyltransferase	Lipid metabolism	PF00108 [Thiolase, N-terminal domain];PF02803 [Thiolase, C-terminal domain]	ns
852	bd17_expression_104_2845-6078	0.0460570633728396	7.67417530843652	0.145993557821501	0.88507399267517	0.999406732589998	-6.10393735478272	0.144540101257406		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system	COG1002	Type II restriction enzyme, methylase subunits		PF02384 [N-6 DNA Methylase];PF07669 [Eco57I restriction-modification methylase];PF12950 [TaqI-like C-terminal specificity domain];PF20473 []	ns
853	bd17_expression_162_2086-3492	0.0460570633728396	7.67417530843652	0.145993557821501	0.88507399267517	0.999406732589998	-6.10393735478272	0.144540101257406	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K18139	outer membrane protein, multidrug efflux system	Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1538	Outer membrane protein	Cell envelope biogenesis, outer membrane	PF02321 [Outer membrane efflux protein]	ns
854	bd17_expression_256_2419-3606	0.0460570633728396	7.67417530843652	0.145993557821501	0.88507399267517	0.999406732589998	-6.10393735478272	0.144540101257406	ACADM, acd	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Organismal Systems; Endocrine system; PPAR signaling pathway	ENOG410XPQC	acyl-CoA dehydrogenase	Lipid transport and metabolism	PF00441 [Acyl-CoA dehydrogenase, C-terminal domain];PF02770 [Acyl-CoA dehydrogenase, middle domain];PF02771 [Acyl-CoA dehydrogenase, N-terminal domain]	ns
855	bd17_expression_16_37823-38734	-0.0378851451693647	7.58982382864859	-0.144026212194485	0.886611518849319	0.999406732589998	-6.10401402000642	-0.142593135889714	ddl	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	Metabolism; Metabolism of other amino acids; D-Alanine metabolism | Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins	COG1181	D-alanine-D-alanine ligase and related ATP-grasp enzymes	Cell envelope biogenesis, outer membrane	PF01820 [D-ala D-ala ligase N-terminus];PF07478 [D-ala D-ala ligase C-terminus]	ns
856	bd17_expression_241_3282-4802	-0.0378851451693647	7.58982382864859	-0.144026212194485	0.886611518849319	0.999406732589998	-6.10401402000642	-0.142593135889714	speE, SRM	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K00797	spermidine synthase [EC:2.5.1.16]	Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Metabolism; Metabolism of other amino acids; Glutathione metabolism	COG4262	Predicted spermidine synthase with an N-terminal membrane domain	General function prediction only	PF01564 [Spermine/spermidine synthase domain]	ns
857	bd17_expression_23_66455-68308	0.0451878670435457	7.70837137927742	0.136733443108948	0.892314886281642	0.999406732589998	-6.10523448787726	0.135375636203989		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales								ns
858	bd17_expression_3_59038-60171	-0.0594772711603083	7.82534714572666	-0.135046506776305	0.893944572988665	0.999406732589998	-6.09762761922436	-0.133314610806739	gmd, GMDS	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism	COG1089	GDP-D-mannose dehydratase	Cell envelope biogenesis, outer membrane	PF01370 [NAD dependent epimerase/dehydratase family];PF16363 [GDP-mannose 4,6 dehydratase]	ns
859	bd17_expression_109_11911-13632	-0.0351604720439103	7.58545040522771	-0.134249473011292	0.894258859173696	0.999406732589998	-6.10538668945427	-0.132917206061896	tesI	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K16051	3-oxo-5alpha-steroid 4-dehydrogenase [EC:1.3.99.5]	Metabolism; Xenobiotics biodegradation and metabolism; Steroid degradation	COG1053	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	Energy production and conversion	PF00890 [FAD binding domain]	ns
860	bd17_expression_125_7438-8802	-0.0351604720439103	7.58545040522771	-0.134249473011292	0.894258859173696	0.999406732589998	-6.10538668945427	-0.132917206061896	sdaA, sdaB, tdcG	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K01752	L-serine dehydratase [EC:4.3.1.17]	Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Cysteine and methionine metabolism	COG1760	L-serine deaminase	Amino acid transport and metabolism	PF03313 [Serine dehydratase alpha chain];PF03315 [Serine dehydratase beta chain]	ns
861	bd17_expression_132_6414-8171	-0.0351604720439103	7.58545040522771	-0.134249473011292	0.894258859173696	0.999406732589998	-6.10538668945427	-0.132917206061896	tgs, wax-dgat	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K00635	diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75]	Metabolism; Lipid metabolism; Glycerolipid metabolism	ENOG410XS7A	Acyltransferase, ws dgat mgat	Function unknown	PF03007 [Wax ester synthase-like Acyl-CoA acyltransferase domain];PF06974 [Protein of unknown function (DUF1298)]	ns
862	bd17_expression_148_1-834	-0.0351604720439103	7.58545040522771	-0.134249473011292	0.894258859173696	0.999406732589998	-6.10538668945427	-0.132917206061896										ns
863	bd17_expression_159_28720-29694	-0.0351604720439103	7.58545040522771	-0.134249473011292	0.894258859173696	0.999406732589998	-6.10538668945427	-0.132917206061896	TC.BASS	k_Bacteria	K03453	bile acid:Na+ symporter, BASS family	Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Transport	COG0385	Predicted Na+-dependent transporter	General function prediction only	PF01758 [Sodium Bile acid symporter family];PF13593 [SBF-like CPA transporter family (DUF4137)]	ns
864	bd17_expression_159_34927-36147	-0.0351604720439103	7.58545040522771	-0.134249473011292	0.894258859173696	0.999406732589998	-6.10538668945427	-0.132917206061896	moeA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K03750	molybdopterin molybdotransferase [EC:2.10.1.1]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis	COG0303	Molybdopterin biosynthesis enzyme	Coenzyme metabolism	PF00994 [Probable molybdopterin binding domain];PF03453 [MoeA N-terminal region (domain I and II)];PF03454 [MoeA C-terminal region (domain IV)]	ns
865	bd17_expression_182_19680-20477	-0.0351604720439103	7.58545040522771	-0.134249473011292	0.894258859173696	0.999406732589998	-6.10538668945427	-0.132917206061896	SRD5A1	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K12343	3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22]	Metabolism; Lipid metabolism; Steroid hormone biosynthesis	ENOG410XS6P	3-oxo-5-alpha-steroid 4-dehydrogenase activity	Function unknown	PF02544 [3-oxo-5-alpha-steroid 4-dehydrogenase ]	ns
866	bd17_expression_307_42872-44155	-0.0351604720439103	7.58545040522771	-0.134249473011292	0.894258859173696	0.999406732589998	-6.10538668945427	-0.132917206061896	dctM	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K11690	C4-dicarboxylate transporter, DctM subunit	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	Carbohydrate transport and metabolism	PF06808 [Tripartite ATP-independent periplasmic transporter, DctM component]	ns
867	bd17_expression_119_847-2091	0.039838305653807	7.63837707876866	0.133224611465608	0.895061120108783	0.999406732589998	-6.10580534202344	0.131902868008951	umuC	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K03502	DNA polymerase V	Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	DNA replication, recombination and repair	PF00817 [impB/mucB/samB family];PF11799 [impB/mucB/samB family C-terminal domain];PF13438 [Domain of unknown function (DUF4113)]	ns
868	bd17_expression_241_5217-6329	0.039838305653807	7.63837707876866	0.133224611465608	0.895061120108783	0.999406732589998	-6.10580534202344	0.131902868008951	NAPEPLD	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K13985	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]	Organismal Systems; Nervous system; Retrograde endocannabinoid signaling	COG2220	Predicted Zn-dependent hydrolases of the beta-lactamase fold	General function prediction only	PF12706 [Beta-lactamase superfamily domain];PF13483 [Beta-lactamase superfamily domain]	ns
869	bd17_expression_210_1327-1719	0.125278574388751	9.07847221221831	0.133132617997838	0.895133138110794	0.999406732589998	-6.09854654094391	0.131811818751734										ns
870	bd17_expression_109_14656-18663	-0.0634000664147792	7.91632905957196	-0.132209847303961	0.896104913598937	0.999406732589998	-6.10211285825702	-0.130583351399732		k_Bacteria				ENOG4110YEE		Function unknown		ns
871	bd17_expression_300_1201-2286	0.0415204736385199	7.68167800144882	0.130823212008402	0.896941378070771	0.999406732589998	-6.10604589958201	0.12952609496665	lptF	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K07091	lipopolysaccharide export system permease protein	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0795	Predicted permeases	General function prediction only	PF03739 [Predicted permease YjgP/YjgQ family]	ns
872	bd17_expression_132_4731-5207	0.0373761170298968	7.61598858483686	0.129001016664043	0.898368538340054	0.999406732589998	-6.10641426886257	0.12772255706133		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K00696	sucrose-phosphate synthase [EC:2.4.1.14]	Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism	ENOG410ZJQ6	Glycosyl transferases group 1	Cell wall/membrane/envelope biogenesis	PF00534 [Glycosyl transferases group 1];PF13692 [Glycosyl transferases group 1]	ns
873	bd17_expression_302_475-1266	-0.0547120364693505	11.9739556975861	-0.127627953184982	0.900166128174823	0.999406732589998	-6.10397745539077	-0.125451488419024	hsdM	k_Bacteria;p_Pseudomonadota	K03427	type I restriction enzyme M protein [EC:2.1.1.72]	Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system	COG0286	Type I restriction-modification system methyltransferase subunit		PF02384 [N-6 DNA Methylase]	ns
