rowname	logFC	AveExpr	t	P.Value	adj.P.Val	z.std	Gene name	KEGG ID	KEGGFUN	KEGGPATH	COG ID	COGFUN	COGPATH	PFAM	superkingdom	phylum	class	order	family	genus	species	direction
2273	PlaceSamplesHere_137089_17087-17743	0.24431727190276	5.63792444459117	0.405194410345401	0.694021316229213	0.877705176182484	0.393403728556567	liaR	K11618	two-component system, NarL family, response regulator LiaR	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system	COG2197	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	Transcription|Signal transduction mechanisms	PF00072 [Response regulator receiver domain];PF00196 [Bacterial regulatory proteins, luxR family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
2274	PlaceSamplesHere_448659_2-187	-0.308287151058286	5.80527588624887	-0.399246145572875	0.694163854682003	0.877705176182484	-0.393210717312386					COG2801	Transposase and inactivated derivatives	DNA replication, recombination and repair		Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum	ns
2275	PlaceSamplesHere_155588_341-1255	-0.214590652568723	5.22155277888907	-0.398381129872842	0.69479053787057	0.877705176182484	-0.392362299574304	panE, apbA	K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	Metabolism; Metabolism of cofactors and vitamins; Pantothenate and CoA biosynthesis	COG1893	Ketopantoate reductase	Coenzyme metabolism	PF02558 [Ketopantoate reductase PanE/ApbA];PF08546 [Ketopantoate reductase PanE/ApbA C terminal]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2276	PlaceSamplesHere_429092_6978-8177	-0.183342802649092	6.23848324596692	-0.398202056616136	0.694920300346781	0.877705176182484	-0.39218665953656					ENOG410XSGP	Methyltransferase	Function unknown	PF18096 []	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2277	PlaceSamplesHere_267625_3310-4554	-0.20417884857678	5.62843095921806	-0.401969609619573	0.695372841143935	0.877705176182484	-0.3915742174267	dnaN	K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; DNA replication | Genetic Information Processing; Replication and repair; Mismatch repair | Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0592	DNA polymerase sliding clamp subunit (PCNA homolog)	DNA replication, recombination and repair	PF00712 [DNA polymerase III beta subunit, N-terminal domain];PF02767 [DNA polymerase III beta subunit, central domain];PF02768 [DNA polymerase III beta subunit, C-terminal domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2278	PlaceSamplesHere_231034_9775-12345	0.103164934950346	6.50071570543704	0.401692887973684	0.69548955556805	0.877705176182484	0.391416286817962	cbiGH-cobJ	K13541	cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]	Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism	COG1010;COG2073;COG2241			PF00590 [Tetrapyrrole (Corrin/Porphyrin) Methylases];PF01890 [Cobalamin synthesis G C-terminus];PF11760 [Cobalamin synthesis G N-terminal]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
2279	PlaceSamplesHere_593185_5357-6205	-0.188587013853988	6.08496438469841	-0.402777163607782	0.695511160125132	0.877705176182484	-0.391387053962759	ybiV	K07757	sugar-phosphatase [EC:3.1.3.23]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG0561	Predicted hydrolases of the HAD superfamily	General function prediction only	PF05116 [Sucrose-6F-phosphate phosphohydrolase];PF08282 [haloacid dehalogenase-like hydrolase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2280	PlaceSamplesHere_604634_10928-12502	0.120226864951456	7.28415400735144	0.394634531973217	0.697835827000051	0.879606236418645	0.388243523779149		K05991	endoglycosylceramidase [EC:3.2.1.123]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	ENOG410ZVSV	Cellulase (glycosyl hydrolase family 5)	Carbohydrate transport and metabolism	PF00150 [Cellulase (glycosyl hydrolase family 5)]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
2281	PlaceSamplesHere_374627_10598-12073	-0.160078951081712	6.34909856958343	-0.392705619495374	0.69890788405881	0.879606236418645	-0.386795128370937	cycA	K11737	D-serine/D-alanine/glycine transporter	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1113	Gamma-aminobutyrate permease and related permeases	Amino acid transport and metabolism	PF00324 [Amino acid permease];PF13520 [Amino acid permease]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2282	PlaceSamplesHere_541605_13-297	-0.327945744121905	4.29926033038238	-0.395099335405002	0.699273320265983	0.879606236418645	-0.386301593800885					ENOG4112A03	Retrotransposon protein	Function unknown		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unclassified Enterobacteriaceae	Unclassified Enterobacteriaceae	ns
2283	PlaceSamplesHere_532676_3-224	-0.310540571774985	7.36433463729903	-0.392177767474247	0.699291308043505	0.879606236418645	-0.386277303099395					ENOG410YI0S	Major histocompatibility complex class II	Intracellular trafficking, secretion, and vesicular transport		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
2284	PlaceSamplesHere_79891_513-782	-0.304801481757756	6.2095460996232	-0.392134851616189	0.699322485139509	0.879606236418645	-0.386235202077146									Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura cremea	ns
2285	PlaceSamplesHere_472382_1-309	0.279001244122797	5.41484580187086	0.392130008286492	0.699326003709138	0.879606236418645	0.386230450703323	REV3L, POLZ	K02350	DNA polymerase zeta [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; Fanconi anemia pathway | Human Diseases; Drug resistance: Antineoplastic; Platinum drug resistance | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	ENOG410Y3WU		Function unknown		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
2286	PlaceSamplesHere_503051_220-321	0.294077068632637	4.79764579904594	0.392651233814209	0.69939220286497	0.879606236418645	0.386141058918766					ENOG410XSFY	Reverse transcriptase (R-dependent D polymerase)	Function unknown		Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified Bacillus	ns
2287	PlaceSamplesHere_426109_25155-26483	0.197463592536233	6.09413773350566	0.395768890630413	0.699671615949828	0.879606236418645	0.385763788480905	purD	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	Metabolism; Nucleotide metabolism; Purine metabolism	COG0151	Phosphoribosylamine-glycine ligase	Nucleotide transport and metabolism	PF01071 [Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain];PF02843 [Phosphoribosylglycinamide synthetase, C domain];PF02844 [Phosphoribosylglycinamide synthetase, N domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2288	PlaceSamplesHere_479968_3-227	-0.341122890709542	7.70562931098987	-0.39151865939705	0.699770190864346	0.879606236418645	-0.385630703304331	REV3L, POLZ	K02350	DNA polymerase zeta [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; Fanconi anemia pathway | Human Diseases; Drug resistance: Antineoplastic; Platinum drug resistance | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	ENOG410Y3WU		Function unknown		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
2289	PlaceSamplesHere_231035_11348-13657	-0.166432616254231	7.24029479656911	-0.394956402608028	0.700817577544064	0.88053794365082	-0.384217056423624	mviM	K03810	virulence factor	Not Included in Pathway or Brite; Poorly characterized; General function prediction only	COG0673	Predicted dehydrogenases and related proteins	General function prediction only	PF00480 [ROK family];PF01408 [Oxidoreductase family, NAD-binding Rossmann fold];PF02894 [Oxidoreductase family, C-terminal alpha/beta domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2290	PlaceSamplesHere_40329_2550-3557	0.232097211092702	5.9454062954316	0.38977576128296	0.701194446361014	0.880626737001867	0.383708588441799	menC	K02549	O-succinylbenzoate synthase [EC:4.2.1.113]	Metabolism; Metabolism of cofactors and vitamins; Ubiquinone and other terpenoid-quinone biosynthesis	COG4948	L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily	General function prediction only|Cell envelope biogenesis, outer membrane	PF13378 [Enolase C-terminal domain-like];PF18374 []	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2291	PlaceSamplesHere_565453_11137-12327	-0.208829306167366	5.16254037164987	-0.389015120108838	0.701590341721709	0.880739337752787	-0.383174556839116	galK	K00849	galactokinase [EC:2.7.1.6]	Metabolism; Carbohydrate metabolism; Galactose metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	ENOG4111HXZ	Galactokinase galactose-binding signature	Carbohydrate transport and metabolism		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2292	PlaceSamplesHere_562525_63-389	0.301581535276659	6.53313797112913	0.387056858916114	0.703357558096533	0.882252835180795	0.38079205097962					ENOG410ZQKA	L1 transposable element	Function unknown	PF17489 [L1 transposable element trimerization domain]	Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
2293	PlaceSamplesHere_267543_3-620	-0.249332492988464	8.01324206312431	-0.387157506253492	0.703416668493615	0.882252835180795	-0.380712397612172									Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
2294	PlaceSamplesHere_554325_1-786	-0.364705782630498	4.51780255788017	-0.389920767727665	0.703716273958534	0.882252835180795	-0.380308705701129	fusA, GFM, EFG	K02355	elongation factor G	Brite Hierarchies; Protein families: genetic information processing; Translation factors | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0480	Translation elongation factors (GTPases)	Translation, ribosomal structure and biogenesis	PF00679 [Elongation factor G C-terminus];PF03764 [Elongation factor G, domain IV];PF14492 [Elongation Factor G, domain II]	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified Alphaproteobacteria	Unclassified Alphaproteobacteria	Unclassified Alphaproteobacteria	Unclassified Alphaproteobacteria	ns
2295	PlaceSamplesHere_492886_31-156	0.326536988383464	6.04042783849795	0.385333582004218	0.704270295974962	0.882562688986488	0.379562373130228									Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Unclassified Chlamydia	ns
2296	PlaceSamplesHere_50301_2369-2635	-0.305638217571027	7.40064021863931	-0.384111884072986	0.705160503579029	0.883039334753599	-0.378363601613496									Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	ns
2297	PlaceSamplesHere_590295_11125-11679	0.160875245067945	5.28376059482106	0.395327654574657	0.705345115976787	0.883039334753599	0.378115066948747	hprT, hpt, HPRT1	K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - other enzymes	COG0634	Hypoxanthine-guanine phosphoribosyltransferase	Nucleotide transport and metabolism	PF00156 [Phosphoribosyl transferase domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2298	PlaceSamplesHere_374632_9867-10373	0.177293432655225	5.6782202556241	0.388665712406132	0.705699904014916	0.883039334753599	0.377637498671448	greA	K03624	transcription elongation factor GreA	Brite Hierarchies; Protein families: genetic information processing; Transcription machinery	COG0782	Transcription elongation factor	Transcription	PF01272 [Transcription elongation factor, GreA/GreB, C-term];PF03449 [Transcription elongation factor, N-terminal]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2299	PlaceSamplesHere_400384_3-449	0.300818294760407	8.01309219315893	0.383126548186451	0.705878800625356	0.883039334753599	0.377396724611499									Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
2300	PlaceSamplesHere_542287_348-443	0.357224427585771	4.76730080190916	0.382565665005543	0.706287803738797	0.883166836327295	0.376846336076478									Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura cremea	ns
2301	PlaceSamplesHere_319107_175-561	-0.351546215317369	8.33980998759183	-0.381348350447141	0.707175800201857	0.883892916723398	-0.375651766947275					ENOG410YKFE	Endonuclease/Exonuclease/phosphatase family	Function unknown		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
2302	PlaceSamplesHere_60895_13472-14146	-0.118134420694088	6.00571997005311	-0.380017673616208	0.708146983954644	0.884722296200503	-0.374345904255014									Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2303	PlaceSamplesHere_411313_15473-16399	-0.156509304798508	6.36081136499427	-0.385001613473392	0.708981294356392	0.885380027168469	-0.373224592351637	pstA	K02038	phosphate transport system permease protein	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0581	ABC-type phosphate transport system, permease component	Inorganic ion transport and metabolism	PF00528 [Binding-protein-dependent transport system inner membrane component]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
2304	PlaceSamplesHere_417841_18228-18857	-0.162356651391917	5.67612997356618	-0.378212153053648	0.7094655488513	0.885600225041814	-0.372573970312026	ykoE	K16925	energy-coupling factor transport system substrate-specific component	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG4721	Predicted membrane protein	Function unknown	PF09819 [ABC-type cobalt transport system, permease component]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2305	PlaceSamplesHere_530621_104-484	-0.306765880058978	6.66381305463508	-0.379834024335136	0.711158923959829	0.886803560987713	-0.370300066919854					ENOG4111MHU	Reverse transcriptase (R-dependent D polymerase)	Function unknown	PF00078 [Reverse transcriptase (RNA-dependent DNA polymerase)]	Bacteria	Bacteroidota	Unclassified Bacteroidota	Unclassified Bacteroidota	Unclassified Bacteroidota	Unclassified Bacteroidota	Unclassified Bacteroidota	ns
2306	PlaceSamplesHere_365245_15723-17429	-0.0685150244751431	7.49928946430976	-0.381302050594503	0.711269725342597	0.886803560987713	-0.370151347098142					ENOG4112BU6		Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2307	PlaceSamplesHere_592001_36933-37742	0.228113996628039	5.72203268278946	0.378993692393704	0.711354594992578	0.886803560987713	0.370037438901339	thyA, TYMS	K00560	thymidylate synthase [EC:2.1.1.45]	Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Human Diseases; Drug resistance: Antineoplastic; Antifolate resistance	COG0207	Thymidylate synthase	Nucleotide transport and metabolism	PF00303 [Thymidylate synthase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
2308	PlaceSamplesHere_533713_998-1618	-0.195021020810783	5.98322826551812	-0.379392304364667	0.711720512985902	0.88687530127706	-0.369546375309214	ychF	K06942	ribosome-binding ATPase	Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	COG2049	Allophanate hydrolase subunit 1	Amino acid transport and metabolism	PF02682 [Carboxyltransferase domain, subdomain C and D]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2309	PlaceSamplesHere_452663_2-826	-0.248618798235172	3.80151725784998	-0.378908661184113	0.712046679282848	0.886897466270017	-0.369108733781483	sufB	K09014	Fe-S cluster assembly protein SufB	Not Included in Pathway or Brite; Poorly characterized; General function prediction only	COG0719	ABC-type transport system involved in Fe-S cluster assembly, permease component	Posttranslational modification, protein turnover, chaperones	PF01458 [Uncharacterized protein family (UPF0051)]	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Unclassified Erysipelotrichaceae	Unclassified Erysipelotrichaceae	ns
2310	PlaceSamplesHere_213716_792-1547	0.293508324141311	4.82415828374409	0.374167462014198	0.712422781260782	0.886981783076194	0.368604177582607	ATPF0A, atpB	K02108	F-type H+-transporting ATPase subunit a	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts	COG0356	F0F1-type ATP synthase, subunit a	Energy production and conversion	PF00119 [ATP synthase A chain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2311	PlaceSamplesHere_155589_67120-69027	-0.163369329507343	5.74153316314929	-0.372894622646041	0.713764526873513	0.887633974613236	-0.366804934167216		K02798;K02799;K02800			COG2213;COG4668			PF00359 [Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2];PF02378 [Phosphotransferase system, EIIC ]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2312	PlaceSamplesHere_203631_3423-3926	-0.144273196517343	5.64254217793961	-0.37539499007493	0.713863164839536	0.887633974613236	-0.366672710323303					ENOG4112412	operon (Activator)	Function unknown	PF06923 [Glucitol operon activator protein (GutM)]	Bacteria	Actinomycetota	Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	Unclassified Actinomycetes	ns
2313	PlaceSamplesHere_52737_21598-22710	0.164904953519495	6.6545358280377	0.372186943764929	0.713872525479977	0.887633974613236	0.366660162751038	per, rfbE	K13010	perosamine synthetase [EC:2.6.1.102]	Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes	COG0399	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	Cell envelope biogenesis, outer membrane	PF01041 [DegT/DnrJ/EryC1/StrS aminotransferase family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2314	PlaceSamplesHere_609903_3-440	-0.280993764932632	7.19699513459065	-0.371525573800465	0.714356898987725	0.887852394766074	-0.366010957737324	OGDH, sucA	K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism	ENOG410Y65V	Retrotransposon protein	Function unknown	PF00078 [Reverse transcriptase (RNA-dependent DNA polymerase)]	Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
2315	PlaceSamplesHere_429149_29824-30837	-0.185159751607305	6.38685479384457	-0.371006478463778	0.714737160680894	0.887941284716307	-0.365501401698011	lip, TGL2	K01046	triacylglycerol lipase [EC:3.1.1.3]	Metabolism; Lipid metabolism; Glycerolipid metabolism	COG1075	Predicted acetyltransferases and hydrolases with the alpha/beta hydrolase fold	General function prediction only	PF01674 [Lipase (class 2)]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
2316	PlaceSamplesHere_577189_675-1892	-0.236654127055497	5.29460930716879	-0.369642409712566	0.715736769653353	0.888367214533125	-0.364162363672549					ENOG410YXT0		Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2317	PlaceSamplesHere_580547_1-210	0.304376801494856	6.04606861286918	0.369607863999329	0.715762092091129	0.888367214533125	0.364128451190017	REV3L, POLZ	K02350	DNA polymerase zeta [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; Fanconi anemia pathway | Human Diseases; Drug resistance: Antineoplastic; Platinum drug resistance | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	ENOG410Y3WU		Function unknown		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
2318	PlaceSamplesHere_389120_13406-14056	0.16962830518586	5.93009919461433	0.369274216725885	0.716006677081984	0.888367214533125	0.363800918010414	dsbB	K03611	disulfide bond formation protein DsbB	Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts	COG1495	Disulfide bond formation protein DsbB	Posttranslational modification, protein turnover, chaperones		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
2319	PlaceSamplesHere_3011_14438-15682	-0.189786600071948	6.25854740828717	-0.375237701912362	0.717298780640738	0.889586586081398	-0.36207125894163					COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	General function prediction only		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
2320	PlaceSamplesHere_386719_16-528	0.282646236666786	6.36056806772691	0.366394304735021	0.718119145209965	0.890000734899158	0.360973649919417									Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
2321	PlaceSamplesHere_335445_12481-13131	-0.277989446716583	5.65748062234082	-0.366165754284807	0.71836622398542	0.890000734899158	-0.360643155450691	ftsK, spoIIIE	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	COG1674	DNA segregation ATPase FtsK/SpoIIIE and related proteins	Cell division and chromosome partitioning	PF09397 [Ftsk gamma domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2322	PlaceSamplesHere_549904_3044-3415	0.20106774696946	5.26722671878692	0.365792201595312	0.718561094031935	0.890000734899158	0.360382523563701									Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2323	PlaceSamplesHere_205324_20519-22282	0.156872971920157	7.084148550941	0.368666806325081	0.720082797019143	0.891501560149399	0.358348139060918	dnaQ	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; DNA replication | Genetic Information Processing; Replication and repair; Mismatch repair | Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0322;COG0847			PF00929 [Exonuclease]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
2324	PlaceSamplesHere_592001_11021-11941	-0.198201576986971	6.11124314788529	-0.363265885391431	0.720645031591531	0.891813731005698	-0.357596855860065					COG1316	Transcriptional regulator	Transcription	PF03816 [Cell envelope-related transcriptional attenuator domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2325	PlaceSamplesHere_137089_18389-19297	0.205543469904967	6.45392546412973	0.367572683154601	0.721275528562847	0.892210073181397	0.356754597355187	gluP	K19225	rhomboid protease GluP [EC:3.4.21.105]	Brite Hierarchies; Protein families: metabolism; Peptidases	COG0705	Uncharacterized membrane protein (homolog of Drosophila rhomboid)	General function prediction only	PF01694 [Rhomboid family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2326	PlaceSamplesHere_429092_5055-6059	-0.229470174547779	5.92008435745821	-0.360645981812939	0.722342600100665	0.89286327928699	-0.355329710443976					ENOG410Y1PR		Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2327	PlaceSamplesHere_475526_3729-4451	-0.190712491524908	5.54097240986106	-0.360534641082974	0.72242449614076	0.89286327928699	-0.355220382484038									Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
2328	PlaceSamplesHere_402168_2033-2938	0.174002911627752	5.20625591846697	0.363238640455874	0.722847985507924	0.893002923677314	0.35465510870829	menB	K01661	naphthoate synthase [EC:4.1.3.36]	Metabolism; Metabolism of cofactors and vitamins; Ubiquinone and other terpenoid-quinone biosynthesis	COG0447	Dihydroxynaphthoic acid synthase	Coenzyme metabolism	PF00378 [Enoyl-CoA hydratase/isomerase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
