rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B	z.std	Gene.name	Tax	KEGG.ID	KEGGFUN	KEGGPATH	COG.ID	COGFUN	COGPATH	PFAM	direction
168	mycoplasma_expression_v2_6_27263-27445	-0.523935500881189	6.43717752869467	-0.574004387945999	0.578399416226758	0.811434906618995	-6.2016198287861	-0.555724191534002	secE	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K03073	preprotein translocase subunit SecE	Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system					ns
169	mycoplasma_expression_v2_4_42728-44659	0.533857339503364	6.63193078670526	0.570701837504035	0.581069911943263	0.811434906618995	-6.20750919112613	0.551822585031704	parE	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02622	topoisomerase IV subunit B [EC:5.99.1.-]	Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system	COG0187	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit	DNA replication, recombination and repair	PF00204 [DNA gyrase B];PF00986 [DNA gyrase B subunit, carboxyl terminus];PF01751 [Toprim domain];PF02518 [Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase]	ns
170	mycoplasma_expression_v2_7_4712-5266	0.317301164944664	11.686962483479	0.558221744949638	0.589267136957159	0.81524243729328	-6.21431978665619	0.539898348401875										ns
171	mycoplasma_expression_v2_5_40847-41662	0.370640265947626	5.90014841704979	0.54175226377516	0.599898034501142	0.81524243729328	-6.22304265863164	0.524547150018576	ycsE, yitU, ywtE	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	Metabolism; Metabolism of cofactors and vitamins; Riboflavin metabolism	COG0561	Predicted hydrolases of the HAD superfamily	General function prediction only	PF05116 [Sucrose-6F-phosphate phosphohydrolase];PF08282 [haloacid dehalogenase-like hydrolase]	ns
172	mycoplasma_expression_v2_6_17293-18159	-0.480363995634157	5.94180821837644	-0.539270810075721	0.601328478086043	0.81524243729328	-6.2211407900175	-0.5224910475209										ns
173	mycoplasma_expression_v2_12_7273-7647	-0.430574438689445	6.53151917585803	-0.539038046871621	0.601584932162251	0.81524243729328	-6.22144872075585	-0.522122657141603	RP-L7, MRPL12, rplL	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K02935	large subunit ribosomal protein L7/L12	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0222	Ribosomal protein L7/L12	Translation, ribosomal structure and biogenesis	PF00542 [Ribosomal protein L7/L12 C-terminal domain]	ns
174	mycoplasma_expression_v2_12_2753-3409	-0.407189769334368	6.07164234583341	-0.535468670782174	0.603966247516577	0.81524243729328	-6.22342500134893	-0.518705325333569		k_Bacteria								ns
175	mycoplasma_expression_v2_1_52938-53933	0.442989261858635	7.03342104533178	0.535154897582432	0.60452299375561	0.81524243729328	-6.22992803836426	0.517907235134069	GAPDH, gapA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms | Environmental Information Processing; Signal transduction; HIF-1 signaling pathway | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	Carbohydrate transport and metabolism	PF00044 [Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain];PF02800 [Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain]	ns
176	mycoplasma_expression_v2_4_1523-1921	0.289229654436433	7.78678128294949	0.527457860990734	0.609557535347917	0.815781307138486	-6.23290563580581	0.510705148103421	RP-S8, rpsH	k_Bacteria	K02994	small subunit ribosomal protein S8	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0096	Ribosomal protein S8	Translation, ribosomal structure and biogenesis	PF00410 [Ribosomal protein S8]	ns
177	mycoplasma_expression_v2_8_1-1836	0.404318382275698	6.48038862995845	0.524163496032832	0.611835980353865	0.815781307138486	-6.23353515664557	0.507454462275006										ns
178	mycoplasma_expression_v2_6_27603-28154	-0.40721607160871	5.92530229374939	-0.518281475178883	0.615357966625653	0.815867865863226	-6.23246069027916	-0.502440115655347		k_Bacteria								ns
179	mycoplasma_expression_v2_3_44096-45262	0.264421287254152	6.92705349307162	0.50389578234451	0.6254161692355	0.818496930803604	-6.2421818546899	0.488188726186888	ABC.CD.A	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K02003	putative ABC transport system ATP-binding protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1136	ABC-type antimicrobial peptide transport system, ATPase component		PF00005 [ABC transporter]	ns
180	mycoplasma_expression_v2_2_39714-41045	0.2918909685164	7.09180761672988	0.501336867393161	0.627042181741868	0.818496930803604	-6.24187178149392	0.485894198742684	dnaA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K02313	chromosomal replication initiator protein	Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cell growth and death; Cell cycle - Caulobacter | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	COG0593	ATPase involved in DNA replication initiation	DNA replication, recombination and repair	PF00308 [Bacterial dnaA  protein];PF08299 [Bacterial dnaA protein helix-turn-helix]	ns
181	mycoplasma_expression_v2_22_3701-4066	-0.426829913645022	6.8147871315345	-0.500085143212875	0.627745527438357	0.818496930803604	-6.24197271887793	-0.484902473920292	RP-S13, rpsM	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02952	small subunit ribosomal protein S13	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0099	Ribosomal protein S13	Translation, ribosomal structure and biogenesis	PF00416 [Ribosomal protein S13/S18]	ns
182	mycoplasma_expression_v2_5_7016-8116	-0.322234060983755	8.03595838449188	-0.488176859162871	0.635806707732781	0.820424905495914	-6.24789977018322	-0.473569810783195	RP-S2, MRPS2, rpsB	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02967	small subunit ribosomal protein S2	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0052	Ribosomal protein S2	Translation, ribosomal structure and biogenesis	PF00318 [Ribosomal protein S2]	ns
183	mycoplasma_expression_v2_2_18035-18898	-0.260266718544725	6.58090063712433	-0.484766696807142	0.638191567654306	0.820424905495914	-6.24939326211711	-0.470228789350604	FBA, fbaA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms | Metabolism; Energy metabolism; Methane metabolism	COG0191	Fructose/tagatose bisphosphate aldolase	Carbohydrate transport and metabolism	PF01116 [Fructose-bisphosphate aldolase class-II]	ns
184	mycoplasma_expression_v2_7_29138-29593	-0.308463556233399	7.18474394425036	-0.471800258024143	0.647144524596354	0.820424905495914	-6.25616501368261	-0.457732654608781										ns
185	mycoplasma_expression_v2_7_5301-5609	0.285646826619031	11.7868164677244	0.466464595279803	0.651070740215833	0.820424905495914	-6.261550969823	0.452275199200326										ns
186	mycoplasma_expression_v2_9_8659-10113	0.351116497893164	6.96157527129437	0.463392710059971	0.653253646722422	0.820424905495914	-6.26673443879135	0.449246777356788	gadC		K20265	glutamate:GABA antiporter	Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0531	Amino acid transporters	Amino acid transport and metabolism	PF00324 [Amino acid permease];PF13520 [Amino acid permease]	ns
187	mycoplasma_expression_v2_30_405-950	0.277297208289142	8.40106645948628	0.461128740197056	0.654826311185199	0.820424905495914	-6.26605514402646	0.447067517691232	rsmD	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	COG0742	N6-adenine-specific methylase	DNA replication, recombination and repair	PF03602 [Conserved hypothetical protein 95]	ns
188	mycoplasma_expression_v2_4_602-955	0.234865993140811	6.57434180296157	0.460031711255658	0.655355523491176	0.820424905495914	-6.26509055339828	0.44633465966993	RP-L18, MRPL18, rplR	k_Bacteria	K02881	large subunit ribosomal protein L18	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0256	Ribosomal protein L18	Translation, ribosomal structure and biogenesis	PF00861 [Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast]	ns
189	mycoplasma_expression_v2_2_59094-60152	-0.327188530209734	7.06267363922448	-0.457510450624654	0.657035199740372	0.820424905495914	-6.26296494215913	-0.444010213397418	B, nrdB, nrdF	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0208	Ribonucleotide reductase, beta subunit	Nucleotide transport and metabolism	PF00268 [Ribonucleotide reductase, small chain]	ns
190	mycoplasma_expression_v2_22_4477-5484	0.235655457082143	7.40748557926841	0.422396694402001	0.68181783766583	0.846889524679662	-6.2810518956388	0.409983791335698	rpoA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	Genetic Information Processing; Transcription; RNA polymerase | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	Transcription	PF01000 [RNA polymerase Rpb3/RpoA insert domain];PF01193 [RNA polymerase Rpb3/Rpb11 dimerisation domain];PF03118 [Bacterial RNA polymerase, alpha chain C terminal domain]	ns
191	mycoplasma_expression_v2_4_14987-15967	0.271104741422851	5.8781518486556	0.402396380954621	0.695902626819529	0.859858743085911	-6.28851162115406	0.390857423191731	ABC-2.A	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K01990	ABC-2 type transport system ATP-binding protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1131	ABC-type multidrug transport system, ATPase component		PF00005 [ABC transporter]	ns
192	mycoplasma_expression_v2_13_13374-15080	-0.426396275443491	6.37765848935509	-0.382644278058879	0.709946723689129	0.869936332131929	-6.29691583918858	-0.371927642133374	TC.AGCS	k_Bacteria	K03310	alanine or glycine:cation symporter, AGCS family	Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Transport	COG1115	Na+/alanine symporter	Amino acid transport and metabolism	PF01235 [Sodium:alanine symporter family]	ns
193	mycoplasma_expression_v2_27_99-2180	0.244988161829025	9.00056623825163	0.373836389323893	0.716555895845687	0.869936332131929	-6.30451941278192	0.363065580145097										ns
194	mycoplasma_expression_v2_8_7989-10661	-0.296301374438433	6.15644203648891	-0.362055132042713	0.724848664017432	0.869936332131929	-6.30352666090299	-0.351986130460892	IARS, ileS	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis	COG0060	Isoleucyl-tRNA synthetase	Translation, ribosomal structure and biogenesis	PF00133 [tRNA synthetases class I (I, L, M and V)];PF08264 [Anticodon-binding domain of tRNA];PF09334 [tRNA synthetases class I (M)]	ns
195	mycoplasma_expression_v2_6_23253-23666	-0.220885761808691	7.8531612843944	-0.359304795702263	0.726825541002375	0.869936332131929	-6.30475073295271	-0.349351364889605	RP-S12, MRPS12, rpsL	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K02950	small subunit ribosomal protein S12	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0048	Ribosomal protein S12	Translation, ribosomal structure and biogenesis	PF00164 [Ribosomal protein S12/S23]	ns
196	mycoplasma_expression_v2_12_3-746	0.294995040375762	7.49189728021954	0.358606940807895	0.727421251726479	0.869936332131929	-6.30681402351799	0.348557882594431										ns
197	mycoplasma_expression_v2_3_9564-11588	-0.319600022883971	6.80539816497108	-0.356067432303259	0.729199925024109	0.869936332131929	-6.30597382461067	-0.346190005922303	uvrB	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K03702	excinuclease ABC subunit B	Genetic Information Processing; Replication and repair; Nucleotide excision repair | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0556	Helicase subunit of the DNA excision repair complex	DNA replication, recombination and repair	PF00271 [Helicase conserved C-terminal domain];PF04851 [Type III restriction enzyme, res subunit];PF12344 [Ultra-violet resistance protein B];PF17757 []	ns
198	mycoplasma_expression_v2_4_9026-13672	0.341516293490219	6.34951095723484	0.352043390675947	0.732192845452733	0.869936332131929	-6.31031497506603	0.342210019524976										ns
199	mycoplasma_expression_v2_7_1-885	0.349760403284467	6.39725051035262	0.350215083281409	0.733548008873957	0.869936332131929	-6.31203031395118	0.340409707968899										ns
200	mycoplasma_expression_v2_45_244-513	0.234614736243051	10.1016032694506	0.342194183399458	0.739598526297216	0.870634449330404	-6.32276401078053	0.332385049391611										ns
201	mycoplasma_expression_v2_22_5484-5843	0.23418758411613	6.87894173444326	0.339288252858322	0.741514933539878	0.870634449330404	-6.31380683458613	0.329847844984974	RP-L17, MRPL17, rplQ	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02879	large subunit ribosomal protein L17	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0203	Ribosomal protein L17	Translation, ribosomal structure and biogenesis	PF01196 [Ribosomal protein L17]	ns
202	mycoplasma_expression_v2_8_12873-13649	-0.257297936325375	7.94675784697433	-0.329771484896874	0.748303397345148	0.874255454324034	-6.31455249399942	-0.320877273180495									PF01027 [Inhibitor of apoptosis-promoting Bax1]	ns
203	mycoplasma_expression_v2_1_54568-55188	0.265821776000065	6.92579073223884	0.320191249428931	0.755443975553448	0.878250139067063	-6.31868651866553	0.311469171679449										ns
204	mycoplasma_expression_v2_24_704-2215	-0.284971938016614	5.67644449731971	-0.306635711258681	0.765373214750492	0.885431758240766	-6.32475436880964	-0.298432332735339	gpmI	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism	COG0696	Phosphoglyceromutase	Carbohydrate transport and metabolism	PF01676 [Metalloenzyme superfamily];PF06415 [BPG-independent PGAM N-terminus (iPGM_N)]	ns
205	mycoplasma_expression_v2_13_2-1201	-0.22861044331456	5.63241060355554	-0.300285149213797	0.770029688460944	0.88647320232577	-6.32437494992332	-0.292336062634007										ns
206	mycoplasma_expression_v2_5_36323-36550	0.155277332700396	7.48388470536883	0.279062820428609	0.785985722367583	0.89992081806219	-6.33469168487799	0.271527018286824	K09976	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K09976	uncharacterized protein	Not Included in Pathway or Brite; Poorly characterized; Function unknown	COG3763	Uncharacterized protein conserved in bacteria	Function unknown	PF03672 [Uncharacterised protein family (UPF0154)]	ns
207	mycoplasma_expression_v2_2_405-2000	0.232025380659392	8.39695207498954	0.274452087869687	0.78933732770709	0.89992081806219	-6.33247838026809	0.267171228272578										ns
208	mycoplasma_expression_v2_2_21518-24055	0.131681107691893	8.65287227576353	0.24852405587573	0.808892263847864	0.917781607058153	-6.34706704391759	0.241855330374728									PF07494 [Two component regulator propeller]	ns
209	mycoplasma_expression_v2_9_3-2519	-0.15644123422141	6.9808570709141	-0.232212172073055	0.821072179481634	0.922748431598025	-6.34560380454877	-0.226166172403404	MAN2C1		K01191	alpha-mannosidase [EC:3.2.1.24]	Metabolism; Glycan biosynthesis and metabolism; Other glycan degradation | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking	COG0383	Alpha-mannosidase	Carbohydrate transport and metabolism	PF01074 [Glycosyl hydrolases family 38 N-terminal domain]	ns
210	mycoplasma_expression_v2_23_2798-3631	0.146360730988857	6.57608175776926	0.232209608686883	0.821089706082988	0.922748431598025	-6.34701489711107	0.226143637076167	MTFMT, fmt	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis	COG0223	Methionyl-tRNA formyltransferase	Translation, ribosomal structure and biogenesis	PF00551 [Formyl transferase];PF02911 [Formyl transferase, C-terminal domain]	ns
211	mycoplasma_expression_v2_6_7897-9402	-0.166136192796185	7.07318385107208	-0.221417952615409	0.829198867266376	0.926366206349575	-6.34544483177849	-0.215729163479726										ns
212	mycoplasma_expression_v2_16_10025-11656	-0.168876215283412	6.73724357104148	-0.217600921220828	0.832159473500466	0.926366206349575	-6.34872795627181	-0.211932784074054	dnaG	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K02316	DNA primase [EC:2.7.7.101]	Genetic Information Processing; Replication and repair; DNA replication | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins	COG0358	DNA primase (bacterial type)	DNA replication, recombination and repair	PF01807 [CHC2 zinc finger];PF08275 [DNA primase catalytic core, N-terminal domain];PF13155 [Toprim-like];PF13662 [Toprim domain]	ns
213	mycoplasma_expression_v2_17_9680-11086	-0.161614553185289	7.75976198571411	-0.204470414996522	0.842060517135963	0.932987239643602	-6.35170372122924	-0.199258529724796	ENO, eno	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K01689	enolase [EC:4.2.1.11]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Energy metabolism; Methane metabolism | Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Environmental Information Processing; Signal transduction; HIF-1 signaling pathway | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0148	Enolase	Carbohydrate transport and metabolism	PF00113 [Enolase, C-terminal TIM barrel domain];PF03952 [Enolase, N-terminal domain]	ns
214	mycoplasma_expression_v2_19_4186-5679	-0.135543664352119	7.70435374732913	-0.184548287476987	0.857241554932955	0.94536919142139	-6.35306869438994	-0.179886651350287									PF00144 [Beta-lactamase]	ns
215	mycoplasma_expression_v2_36_158-1837	-0.143702668853339	8.73081960204241	-0.176830193414468	0.863198540579609	0.947510956171105	-6.35591080911168	-0.172303999058829										ns
216	mycoplasma_expression_v2_5_16635-18326	-0.123408757954411	6.43717752869467	-0.169462358270993	0.868838145957813	0.949286122435388	-6.35725944503413	-0.165134465357953	aspS	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0173	Aspartyl-tRNA synthetase	Translation, ribosomal structure and biogenesis	PF00152 [tRNA synthetases class II (D, K and N) ];PF01336 [OB-fold nucleic acid binding domain];PF02938 [GAD domain]	ns
217	mycoplasma_expression_v2_1_68717-69454	0.140792589771787	6.23464738485838	0.160937541578924	0.8753651998042	0.952010079049729	-6.35842246683535	0.156847292827896	smf	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K04096	DNA processing protein	Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair | Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Unclassified viral proteins	COG0758	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake	DNA replication, recombination and repair	PF02481 [DNA recombination-mediator protein A]	ns
218	mycoplasma_expression_v2_18_10946-11416	0.0875684356140703	7.27018155090393	0.13874923567225	0.892420689940445	0.964908218522894	-6.36436104337308	0.13524181151131										ns
219	mycoplasma_expression_v2_24_4493-5482	-0.0880435683478321	5.64595903916687	-0.129472062033347	0.899530785637542	0.964908218522894	-6.36337517972014	-0.126254103400969	recA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K03553	recombination protein RecA	Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0468	RecA/RadA recombinase	DNA replication, recombination and repair	PF00154 [recA bacterial DNA recombination protein];PF08423 [Rad51]	ns
220	mycoplasma_expression_v2_3_51717-53063	0.0809428798611639	7.77205331840989	0.128309271044146	0.900462060426553	0.964908218522894	-6.36331670570916	0.12507767099219										ns
221	mycoplasma_expression_v2_2_15128-16114	-0.0570082650999184	10.9117514850336	-0.124303475568074	0.903579306328642	0.964908218522894	-6.36569680285721	-0.121141061432964	PTER, php	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K07048	phosphotriesterase-related protein	Not Included in Pathway or Brite; Poorly characterized; General function prediction only	COG1735	Predicted metal-dependent hydrolase with the TIM-barrel fold	General function prediction only	PF02126 [Phosphotriesterase family]	ns
222	mycoplasma_expression_v2_15_6072-6743	-0.083449439183553	7.74956527946739	-0.106157420940918	0.917539158049019	0.975401987835894	-6.36488497340249	-0.103534010498337	trmD	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis	COG0336	tRNA-(guanine-N1)-methyltransferase	Translation, ribosomal structure and biogenesis	PF01746 [tRNA (Guanine-1)-methyltransferase]	ns
223	mycoplasma_expression_v2_8_17059-17331	-0.0492652564689147	8.76244314474853	-0.0944287615426851	0.926649572430248	0.977844998330989	-6.36771839204841	-0.0920610023671587	RP-L27, MRPL27, rpmA	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes	K02899	large subunit ribosomal protein L27	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0211	Ribosomal protein L27	Translation, ribosomal structure and biogenesis	PF01016 [Ribosomal L27 protein]	ns
224	mycoplasma_expression_v2_30_1599-3284	0.0609137679827047	9.28640786221808	0.0925651733984765	0.928124066212464	0.977844998330989	-6.37286307478076	0.0902053081755814										ns
225	mycoplasma_expression_v2_4_41103-42689	-0.0678009289629542	7.08943768335324	-0.0721640758201239	0.943900082542048	0.985762130213861	-6.36898153743776	-0.0703688516648704										ns
226	mycoplasma_expression_v2_5_22681-23094	-0.0544978198407906	5.75014105673633	-0.0663153096857913	0.948424531869141	0.985762130213861	-6.37102254281866	-0.0646853443851574	ruvX	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales	K07447	putative holliday junction resolvase [EC:3.1.-.-]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG0816	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)	DNA replication, recombination and repair	PF03652 [Holliday junction resolvase]	ns
227	mycoplasma_expression_v2_2_38493-39593	-0.0585071096930556	6.80722150050878	-0.0630112045085721	0.950988393855628	0.985762130213861	-6.36866309435369	-0.0614656200319968	dnaN	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota	K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; DNA replication | Genetic Information Processing; Replication and repair; Mismatch repair | Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0592	DNA polymerase sliding clamp subunit (PCNA homolog)	DNA replication, recombination and repair	PF00712 [DNA polymerase III beta subunit, N-terminal domain];PF02767 [DNA polymerase III beta subunit, central domain];PF02768 [DNA polymerase III beta subunit, C-terminal domain]	ns
228	mycoplasma_expression_v2_3_473-2269	0.0426499909128453	6.93692960028842	0.0590718487596386	0.954064651000348	0.985762130213861	-6.37025690204469	0.0576032623628873	infB, MTIF2	k_Bacteria;n_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae	K02519	translation initiation factor IF-2	Brite Hierarchies; Protein families: genetic information processing; Translation factors | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0532	Translation initiation factor 2 (IF-2; GTPase)	Translation, ribosomal structure and biogenesis	PF00009 [Elongation factor Tu GTP binding domain];PF00025 [ADP-ribosylation factor family];PF01926 [50S ribosome-binding GTPase];PF04760 [Translation initiation factor IF-2, N-terminal region];PF11987 [Translation-initiation factor 2]	ns
229	mycoplasma_expression_v2_14_15455-16717	0.0279688084927192	6.71258143944719	0.0522788233015071	0.959340313482598	0.985762130213861	-6.37316557819737	0.0509814356896981									PF13304 [AAA domain, putative AbiEii toxin, Type IV TA system]	ns
230	mycoplasma_expression_v2_22_3581-3697	0.0247405538329951	7.39798264873965	0.0413406879552798	0.967837824755621	0.985762130213861	-6.37327942511231	0.0403202311650189	RP-L36, MRPL36, rpmJ	k_Bacteria	K02919	large subunit ribosomal protein L36	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0257	Ribosomal protein L36	Translation, ribosomal structure and biogenesis	PF00444 [Ribosomal protein L36]	ns
